RL;PREMIER_ROMAN;EAN;titre;auteur;TYPES;GENRE;Editeur;PAYS;CONTINENT;Traduit de;Traduit par;Date de parution;MOIS;ANNEE_PUBLICATION;url;categorie;prix_gf;prix_ebook;couverture;caracteristiques;ISBN;Format;Présentation;Nb. de pages;Poids;Dimensions;Collection
RL;NON;9782818058619;La Troisième Main- Grand Format;Arthur Dreyfus;Romans français;M;P.O.L;FRANCE;EUROPE;VF;-;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/la-troisieme-main-9782818058619.html;['Livres', 'Littérature', 'Romans'];24,00 €;Ebook16,99 €;https://products-images.di-static.com/image/arthur-dreyfus-la-troisieme-main/9782818058619-45x70-1.webp 1x,https://products-images.di-static.com/image/arthur-dreyfus-la-troisieme-main/9782818058619-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|P.O.L|ISBN|978-2-8180-5861-9|EAN|9782818058619|Format|Grand Format|Présentation|Broché|Nb. de pages|491 pages|Poids|0.484 Kg|Dimensions|14,0 cm × 20,6 cm × 3,2 cm;978-2-8180-5861-9;Grand Format;Broché;491 pages;0.484 Kg;14,0 cm × 20,6 cm × 3,2 cm;
;;9791038702226;Marzahn, mon amour- Grand Format;Katja Oskamp;;;Zulma;;;;;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/marzahn-mon-amour-9791038702226.html;['Livres', 'Littérature', 'Romans'];19,50 €;Ebook12,99 €;https://products-images.di-static.com/image/katja-oskamp-marzahn-mon-amour/9791038702226-45x70-1.webp 1x,https://products-images.di-static.com/image/katja-oskamp-marzahn-mon-amour/9791038702226-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Zulma|ISBN|979-10-387-0222-6|EAN|9791038702226|Format|Grand Format|Présentation|Broché|Nb. de pages|197 pages|Poids|0.216 Kg|Dimensions|12,5 cm × 19,0 cm × 1,5 cm;979-10-387-0222-6;Grand Format;Broché;197 pages;0.216 Kg;12,5 cm × 19,0 cm × 1,5 cm;
RL;PREMIER ROMAN;9782267050615;Un empêchement- Grand Format;Jérôme Aumont;Romans français;M;Christian Bourgois;FRANCE;EUROPE;VF;-;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/un-empechement-9782267050615.html;['Livres', 'Littérature', 'Romans'];20,00 €;Ebook15,99 €;https://products-images.di-static.com/image/jerome-aumont-un-empechement/9782267050615-45x70-1.webp 1x,https://products-images.di-static.com/image/jerome-aumont-un-empechement/9782267050615-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Christian Bourgois|ISBN|978-2-267-05061-5|EAN|9782267050615|Format|Grand Format|Présentation|Broché|Nb. de pages|232 pages|Poids|0.306 Kg|Dimensions|13,5 cm × 21,5 cm × 2,0 cm;978-2-267-05061-5;Grand Format;Broché;232 pages;0.306 Kg;13,5 cm × 21,5 cm × 2,0 cm;
RL;PREMIER ROMAN;9782283037898;La Vénus au parapluie- Grand Format;Thibaud Gaudry;Romans français;M;Buchet-Chastel;FRANCE;EUROPE;VF;-;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/la-venus-au-parapluie-9782283037898.html;['Livres', 'Littérature', 'Romans'];18,50 €;Ebook12,99 €;https://products-images.di-static.com/image/thibaud-gaudry-la-venus-au-parapluie/9782283037898-45x70-1.webp 1x,https://products-images.di-static.com/image/thibaud-gaudry-la-venus-au-parapluie/9782283037898-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Buchet-Chastel|ISBN|978-2-283-03789-8|EAN|9782283037898|Format|Grand Format|Présentation|Broché|Nb. de pages|176 pages|Poids|0.2 Kg|Dimensions|13,0 cm × 19,0 cm × 1,5 cm;978-2-283-03789-8;Grand Format;Broché;176 pages;0.2 Kg;13,0 cm × 19,0 cm × 1,5 cm;
RL;NON;9782373852851;Les désarrois du professeur Mittelmann- Grand Format;Eric Bonnargent;Romans français;M;Sonneur (Editions du);FRANCE;EUROPE;VF;-;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/les-desarrois-du-professeur-mittelmann-9782373852851.html;['Livres', 'Littérature', 'Romans'];18,00 €;Ebook14,99 €;https://products-images.di-static.com/image/eric-bonnargent-les-desarrois-du-professeur-mittelmann/9782373852851-45x70-1.webp 1x,https://products-images.di-static.com/image/eric-bonnargent-les-desarrois-du-professeur-mittelmann/9782373852851-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Sonneur (Editions du)|ISBN|978-2-37385-285-1|EAN|9782373852851|Format|Grand Format|Présentation|Broché|Nb. de pages|278 pages|Poids|0.408 Kg|Dimensions|14,2 cm × 21,2 cm × 2,7 cm;978-2-37385-285-1;Grand Format;Broché;278 pages;0.408 Kg;14,2 cm × 21,2 cm × 2,7 cm;
;;9782363451293;"""Jai trouvé un flacon de mercure...""  - Choix de textes 1884-1895- Grand Format";Félix Fénéon;;;H Diffusion;;;;;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/jai-trouve-un-flacon-de-mercure-9782363451293.html;['Livres', 'Littérature', 'Romans'];22,00 €;pas de prix ebook;https://products-images.di-static.com/image/felix-feneon-jai-trouve-un-flacon-de-mercure/9782363451293-45x70-1.webp 1x,https://products-images.di-static.com/image/felix-feneon-jai-trouve-un-flacon-de-mercure/9782363451293-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|H Diffusion|Collection|Le bon voisin|ISBN|978-2-36345-129-3|EAN|9782363451293|Format|Grand Format|Présentation|Broché|Nb. de pages|239 pages|Poids|0.314 Kg|Dimensions|14,9 cm × 21,0 cm × 1,3 cm;978-2-36345-129-3;Grand Format;Broché;239 pages;0.314 Kg;14,9 cm × 21,0 cm × 1,3 cm;Le bon voisin
RL;PREMIER ROMAN;9782715262126;Prélude à son absence- Grand Format;Robin Josserand;Romans français;M;Mercure de France;FRANCE;EUROPE;VF;-;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/prelude-a-son-absence-9782715262126.html;['Livres', 'Littérature', 'Romans'];17,50 €;Ebook12,99 €;https://products-images.di-static.com/image/robin-josserand-prelude-a-son-absence/9782715262126-45x70-1.webp 1x,https://products-images.di-static.com/image/robin-josserand-prelude-a-son-absence/9782715262126-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Mercure de France|Collection|La Bleue|ISBN|978-2-7152-6212-6|EAN|9782715262126|Format|Grand Format|Présentation|Broché|Nb. de pages|168 pages|Poids|0.22 Kg|Dimensions|14,0 cm × 20,5 cm × 1,3 cm;978-2-7152-6212-6;Grand Format;Broché;168 pages;0.22 Kg;14,0 cm × 20,5 cm × 1,3 cm;La Bleue
;;9782493049261;Des nouvelles de l'Ovalie  - Nouvelles collectives- Grand Format;Nicolas Rivière;;;Arcane 17;;;;;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/des-nouvelles-de-l-ovalie-9782493049261.html;['Livres', 'Littérature', 'Romans'];9,00 €;pas de prix ebook;https://products-images.di-static.com/image/nicolas-riviere-des-nouvelles-de-l-ovalie/9782493049261-45x70-1.webp 1x,https://products-images.di-static.com/image/nicolas-riviere-des-nouvelles-de-l-ovalie/9782493049261-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Arcane 17|ISBN|978-2-493049-26-1|EAN|9782493049261|Format|Grand Format|Présentation|Broché|Nb. de pages|106 pages|Poids|0.142 Kg|Dimensions|13,5 cm × 21,0 cm × 1,0 cm;978-2-493049-26-1;Grand Format;Broché;106 pages;0.142 Kg;13,5 cm × 21,0 cm × 1,0 cm;
;;9782925141709;Le compte est bon- Grand Format;Louis-Daniel Godin;;;La Peuplade;;;;;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/le-compte-est-bon-9782925141709.html;['Livres', 'Littérature', 'Romans'];20,00 €;pas de prix ebook;https://products-images.di-static.com/image/louis-daniel-godin-le-compte-est-bon/9782925141709-45x70-1.webp 1x,https://products-images.di-static.com/image/louis-daniel-godin-le-compte-est-bon/9782925141709-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|La Peuplade|Collection|Fictions du nord|ISBN|978-2-925141-70-9|EAN|9782925141709|Format|Grand Format|Présentation|Dos carré collé|Nb. de pages|261 pages|Poids|0.28 Kg|Dimensions|12,7 cm × 19,0 cm × 2,0 cm;978-2-925141-70-9;Grand Format;Dos carré collé;261 pages;0.28 Kg;12,7 cm × 19,0 cm × 2,0 cm;Fictions du nord
;;9791038702233;Le dernier revival d’Opal & Nev- Grand Format;Dawnie Walton;;;Zulma;;;;;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/le-dernier-revival-d-opal-nev-9791038702233.html;['Livres', 'Littérature', 'Romans'];24,50 €;Ebook12,99 €;https://products-images.di-static.com/image/dawnie-walton-le-dernier-revival-d-opal-nev/9791038702233-45x70-1.webp 1x,https://products-images.di-static.com/image/dawnie-walton-le-dernier-revival-d-opal-nev/9791038702233-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Zulma|ISBN|979-10-387-0223-3|EAN|9791038702233|Format|Grand Format|Présentation|Broché|Nb. de pages|488 pages|Poids|0.53 Kg|Dimensions|14,0 cm × 21,0 cm × 2,7 cm;979-10-387-0223-3;Grand Format;Broché;488 pages;0.53 Kg;14,0 cm × 21,0 cm × 2,7 cm;
RL;NON;9782371250727;C'est ainsi qu'ils comprirent- Grand Format;Jérôme Segal;Romans français;M;Les Perséides;FRANCE;EUROPE;VF;-;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/c-est-ainsi-qu-ils-comprirent-9782371250727.html;['Livres', 'Littérature', 'Romans'];15,00 €;pas de prix ebook;https://products-images.di-static.com/image/jerome-segal-c-est-ainsi-qu-ils-comprirent/9782371250727-475x500-1.webp 1x,https://products-images.di-static.com/image/jerome-segal-c-est-ainsi-qu-ils-comprirent/9782371250727-475x500-2.webp 2x;Date de parution|17/08/2023|Editeur|Les Perséides|ISBN|978-2-37125-072-7|EAN|9782371250727|Format|Grand Format|Présentation|Broché|Nb. de pages|137 pages|Poids|0.19 Kg|Dimensions|14,0 cm × 21,0 cm × 1,2 cm;978-2-37125-072-7;Grand Format;Broché;137 pages;0.19 Kg;14,0 cm × 21,0 cm × 1,2 cm;
;;9782382111697;La chambre du dernier étage- Grand Format;Mélanie Goullieux;;;M + éditions;;;;;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/la-chambre-du-dernier-etage-9782382111697.html;['Livres', 'Littérature', 'Romans'];18,90 €;pas de prix ebook;https://products-images.di-static.com/image/melanie-goullieux-la-chambre-du-dernier-etage/9782382111697-475x500-1.webp 1x,https://products-images.di-static.com/image/melanie-goullieux-la-chambre-du-dernier-etage/9782382111697-475x500-2.webp 2x;Date de parution|17/08/2023|Editeur|M + éditions|ISBN|978-2-38211-169-7|EAN|9782382111697|Format|Grand Format|Présentation|Broché|Nb. de pages|221 pages|Poids|0.31 Kg|Dimensions|14,5 cm × 22,0 cm × 1,7 cm;978-2-38211-169-7;Grand Format;Broché;221 pages;0.31 Kg;14,5 cm × 22,0 cm × 1,7 cm;
;;9782493206220;Ma vie ressemble à la vôtre- Grand Format;Jan Grue;;;Le Bruit du monde;;;;;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/ma-vie-ressemble-a-la-votre-9782493206220.html;['Livres', 'Littérature', 'Romans'];21,00 €;Ebook13,99 €;https://products-images.di-static.com/image/jan-grue-ma-vie-ressemble-a-la-votre/9782493206220-45x70-1.webp 1x,https://products-images.di-static.com/image/jan-grue-ma-vie-ressemble-a-la-votre/9782493206220-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Le Bruit du monde|ISBN|978-2-493206-22-0|EAN|9782493206220|Format|Grand Format|Présentation|Broché|Nb. de pages|192 pages|Poids|0.25 Kg|Dimensions|14,0 cm × 20,6 cm × 1,9 cm;978-2-493206-22-0;Grand Format;Broché;192 pages;0.25 Kg;14,0 cm × 20,6 cm × 1,9 cm;
RL;PREMIER ROMAN;9782841007554;Tout s'écoule- Grand Format;Antoine Vigne;Romans français;M;Bartillat;FRANCE;EUROPE;VF;-;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/tout-s-ecoule-9782841007554.html;['Livres', 'Littérature', 'Romans'];20,00 €;pas de prix ebook;https://products-images.di-static.com/image/antoine-vigne-tout-s-ecoule/9782841007554-475x500-1.webp 1x,https://products-images.di-static.com/image/antoine-vigne-tout-s-ecoule/9782841007554-475x500-2.webp 2x;Date de parution|17/08/2023|Editeur|Bartillat|ISBN|978-2-84100-755-4|EAN|9782841007554|Format|Grand Format|Présentation|Broché|Nb. de pages|142 pages|Poids|0.205 Kg|Dimensions|14,1 cm × 20,6 cm × 1,3 cm;978-2-84100-755-4;Grand Format;Broché;142 pages;0.205 Kg;14,1 cm × 20,6 cm × 1,3 cm;
;;9791027803064;Je souhaite seulement que tu fasses quelque chose de toi- Grand Format;Hollie McNish;;;Castor Astral (Le);;;;;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/je-souhaite-seulement-que-tu-fasses-quelque-chose-de-toi-9791027803064.html;['Livres', 'Littérature', 'Romans'];24,50 €;Ebook12,99 €;https://products-images.di-static.com/image/hollie-mcnish-je-souhaite-seulement-que-tu-fasses-quelque-chose-de-toi/9791027803064-45x70-1.webp 1x,https://products-images.di-static.com/image/hollie-mcnish-je-souhaite-seulement-que-tu-fasses-quelque-chose-de-toi/9791027803064-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Castor Astral (Le)|ISBN|979-10-278-0306-4|EAN|9791027803064|Format|Grand Format|Présentation|Broché|Nb. de pages|478 pages|Poids|0.46 Kg|Dimensions|15,2 cm × 22,2 cm × 2,9 cm;979-10-278-0306-4;Grand Format;Broché;478 pages;0.46 Kg;15,2 cm × 22,2 cm × 2,9 cm;
;;9782875934642;Rose étrange au Mont des Arts- Grand Format;Florence Richter;;;Samsa (Editions);;;;;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/rose-etrange-au-mont-des-arts-9782875934642.html;['Livres', 'Littérature', 'Romans'];18,00 €;pas de prix ebook;https://products-images.di-static.com/image/florence-richter-rose-etrange-au-mont-des-arts/9782875934642-45x70-1.webp 1x,https://products-images.di-static.com/image/florence-richter-rose-etrange-au-mont-des-arts/9782875934642-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Samsa (Editions)|Collection|Roman|ISBN|978-2-87593-464-2|EAN|9782875934642|Format|Grand Format|Présentation|Broché|Nb. de pages|114 pages|Poids|0.171 Kg|Dimensions|14,0 cm × 20,5 cm × 1,0 cm;978-2-87593-464-2;Grand Format;Broché;114 pages;0.171 Kg;14,0 cm × 20,5 cm × 1,0 cm;Roman
RL;NON;9791095434474;Fraternité- Grand Format;Luc Dagognet;Romans français;M;Do Editions;FRANCE;EUROPE;VF;-;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/fraternite-9791095434474.html;['Livres', 'Littérature', 'Romans'];18,00 €;pas de prix ebook;https://products-images.di-static.com/image/luc-dagognet-fraternite/9791095434474-475x500-1.webp 1x,https://products-images.di-static.com/image/luc-dagognet-fraternite/9791095434474-475x500-2.webp 2x;Date de parution|17/08/2023|Editeur|Do Editions|ISBN|979-10-95434-47-4|EAN|9791095434474|Format|Grand Format|Présentation|Broché|Nb. de pages|189 pages|Poids|0.23 Kg|Dimensions|13,0 cm × 20,1 cm × 1,4 cm;979-10-95434-47-4;Grand Format;Broché;189 pages;0.23 Kg;13,0 cm × 20,1 cm × 1,4 cm;
;;9782490834150;Copeaux de bois  - Carnets d'une apprentie bûcheronne- Grand Format;Anouk Lejczyk;;;Les Editions du Panseur;;;;;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/copeaux-de-bois-9782490834150.html;['Livres', 'Littérature', 'Romans'];19,00 €;pas de prix ebook;https://products-images.di-static.com/image/anouk-lejczyk-copeaux-de-bois/9782490834150-45x70-1.webp 1x,https://products-images.di-static.com/image/anouk-lejczyk-copeaux-de-bois/9782490834150-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Les Editions du Panseur|ISBN|978-2-490834-15-0|EAN|9782490834150|Format|Grand Format|Présentation|Broché|Nb. de pages|291 pages|Poids|0.37 Kg|Dimensions|14,2 cm × 20,0 cm × 2,2 cm;978-2-490834-15-0;Grand Format;Broché;291 pages;0.37 Kg;14,2 cm × 20,0 cm × 2,2 cm;
;;9782322474523;Ma Plume à Pierrot- Grand Format;Damien Dubois-Siobud;;;Books on Demand;;;;;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livre-pod/ma-plume-a-pierrot-9782322474523.html;['Livres', 'Littérature', 'Romans'];14,99 €;pas de prix ebook;https://products-images.di-static.com/image/sodis-ma-plume-a-pierrot/9782322474523-475x500-1.webp 1x,https://products-images.di-static.com/image/sodis-ma-plume-a-pierrot/9782322474523-475x500-2.webp 2x;Date de parution|17/08/2023|Editeur|Books on Demand|ISBN|978-2-322-47452-3|EAN|9782322474523|Format|Grand Format|Présentation|Broché|Nb. de pages|144 pages|Poids|0.161 Kg|Dimensions|12,0 cm × 19,0 cm × 0,9 cm;978-2-322-47452-3;Grand Format;Broché;144 pages;0.161 Kg;12,0 cm × 19,0 cm × 0,9 cm;
;;9782072958632;Le tiers pays- Grand Format;Karina Sainz Borgo;;;Gallimard;;;;;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/le-tiers-pays-9782072958632.html;['Livres', 'Littérature', 'Romans'];23,00 €;Ebook16,99 €;https://products-images.di-static.com/image/karina-sainz-borgo-le-tiers-pays/9782072958632-45x70-1.webp 1x,https://products-images.di-static.com/image/karina-sainz-borgo-le-tiers-pays/9782072958632-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Gallimard|Collection|Du monde entier|ISBN|978-2-07-295863-2|EAN|9782072958632|Format|Grand Format|Présentation|Broché|Nb. de pages|294 pages|Poids|0.318 Kg|Dimensions|14,0 cm × 20,5 cm × 2,0 cm;978-2-07-295863-2;Grand Format;Broché;294 pages;0.318 Kg;14,0 cm × 20,5 cm × 2,0 cm;Du monde entier
RL;NON;9782073029164;L'amour- Grand Format;François Bégaudeau;Romans français;M;Verticales;FRANCE;EUROPE;VF;-;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/l-amour-9782073029164.html;['Livres', 'Littérature', 'Romans'];14,50 €;Ebook10,99 €;https://products-images.di-static.com/image/francois-begaudeau-l-amour/9782073029164-45x70-1.webp 1x,https://products-images.di-static.com/image/francois-begaudeau-l-amour/9782073029164-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Verticales|ISBN|978-2-07-302916-4|EAN|9782073029164|Format|Grand Format|Présentation|Broché|Nb. de pages|96 pages|Poids|0.14 Kg|Dimensions|14,0 cm × 20,5 cm × 1,0 cm;978-2-07-302916-4;Grand Format;Broché;96 pages;0.14 Kg;14,0 cm × 20,5 cm × 1,0 cm;
RL;NON;9782073032065;Naufrage- Grand Format;Vincent Delecroix;Romans français;M;Gallimard;FRANCE;EUROPE;VF;-;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/naufrage-9782073032065.html;['Livres', 'Littérature', 'Romans'];17,50 €;Ebook12,99 €;https://products-images.di-static.com/image/vincent-delecroix-naufrage/9782073032065-45x70-1.webp 1x,https://products-images.di-static.com/image/vincent-delecroix-naufrage/9782073032065-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Gallimard|Collection|Blanche|ISBN|978-2-07-303206-5|EAN|9782073032065|Format|Grand Format|Présentation|Broché|Nb. de pages|135 pages|Poids|0.186 Kg|Dimensions|14,2 cm × 20,6 cm × 1,2 cm;978-2-07-303206-5;Grand Format;Broché;135 pages;0.186 Kg;14,2 cm × 20,6 cm × 1,2 cm;Blanche
RL;NON;9782073032263;Journal d'un scénario- Grand Format;Fabrice Caro;Romans français;M;Gallimard;FRANCE;EUROPE;VF;-;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/journal-d-un-scenario-9782073032263.html;['Livres', 'Littérature', 'Romans'];19,50 €;Ebook13,99 €;https://products-images.di-static.com/image/fabrice-caro-journal-d-un-scenario/9782073032263-45x70-1.webp 1x,https://products-images.di-static.com/image/fabrice-caro-journal-d-un-scenario/9782073032263-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Gallimard|Collection|Sygne|ISBN|978-2-07-303226-3|EAN|9782073032263|Format|Grand Format|Présentation|Dos carré collé|Nb. de pages|188 pages|Poids|0.265 Kg|Dimensions|14,2 cm × 20,5 cm × 1,8 cm;978-2-07-303226-3;Grand Format;Dos carré collé;188 pages;0.265 Kg;14,2 cm × 20,5 cm × 1,8 cm;Sygne
RL;NON;9782818058510;La foudre- Grand Format;Pierric Bailly;Romans français;M;P.O.L;FRANCE;EUROPE;VF;-;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/la-foudre-9782818058510.html;['Livres', 'Littérature', 'Romans'];24,00 €;Ebook16,99 €;https://products-images.di-static.com/image/pierric-bailly-la-foudre/9782818058510-45x70-1.webp 1x,https://products-images.di-static.com/image/pierric-bailly-la-foudre/9782818058510-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|P.O.L|ISBN|978-2-8180-5851-0|EAN|9782818058510|Format|Grand Format|Présentation|Broché|Nb. de pages|457 pages|Poids|0.46 Kg|Dimensions|14,2 cm × 20,5 cm × 2,8 cm;978-2-8180-5851-0;Grand Format;Broché;457 pages;0.46 Kg;14,2 cm × 20,5 cm × 2,8 cm;
RL;NON;9782073025654;Tu la retrouveras- Grand Format;Jean Hatzfeld;Romans français;M;Gallimard;FRANCE;EUROPE;VF;-;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/tu-la-retrouveras-9782073025654.html;['Livres', 'Littérature', 'Romans'];19,50 €;Ebook13,99 €;https://products-images.di-static.com/image/jean-hatzfeld-tu-la-retrouveras/9782073025654-45x70-1.webp 1x,https://products-images.di-static.com/image/jean-hatzfeld-tu-la-retrouveras/9782073025654-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Gallimard|Collection|Blanche|ISBN|978-2-07-302565-4|EAN|9782073025654|Format|Grand Format|Présentation|Dos carré collé|Nb. de pages|201 pages|Poids|0.262 Kg|Dimensions|14,0 cm × 20,5 cm × 1,9 cm;978-2-07-302565-4;Grand Format;Dos carré collé;201 pages;0.262 Kg;14,0 cm × 20,5 cm × 1,9 cm;Blanche
;;9782258196070;A l'ombre des souvenirs interdits- Grand Format;Christian Laborie;;;Presses de la Cité;;;;;2023-08-17 00:00:00;August;2023.0;https://www.decitre.fr/livres/a-l-ombre-des-souvenirs-interdits-9782258196070.html;['Livres', 'Littérature', 'Romans'];23,00 €;Ebook15,99 €;https://products-images.di-static.com/image/christian-laborie-a-l-ombre-des-souvenirs-interdits/9782258196070-45x70-1.webp 1x,https://products-images.di-static.com/image/christian-laborie-a-l-ombre-des-souvenirs-interdits/9782258196070-45x70-2.webp 2x;Date de parution|17/08/2023|Editeur|Presses de la Cité|Collection|Terres de France|ISBN|978-2-258-19607-0|EAN|9782258196070|Format|Grand Format|Présentation|Broché|Nb. de pages|516 pages|Poids|0.58 Kg|Dimensions|14,2 cm × 22,6 cm × 3,4 cm;978-2-258-19607-0;Grand Format;Broché;516 pages;0.58 Kg;14,2 cm × 22,6 cm × 3,4 cm;Terres de France
